age_calBP2000_top	age_calBP2000_bot	age_calBP	d18O_vsmow
99800	99850	99775	-38.21
99850	99900	99825	-37.84
99900	99950	99875	-37.72
99950	100000	99925	-38.07
100000	100050	99975	-38.14
100050	100100	100025	-38.14
100100	100150	100075	-37.73
100150	100200	100125	-37.77
100200	100250	100175	-37.91
100250	100300	100225	-37.57
100300	100350	100275	-37.68
100350	100400	100325	-37.84
100400	100450	100375	-37.57
100450	100500	100425	-37.58
100500	100550	100475	-37.46
100550	100600	100525	-37.54
100600	100650	100575	-37.52
100650	100700	100625	-37.83
100700	100750	100675	-37.98
100750	100800	100725	-37.87
100800	100850	100775	-37.71
100850	100900	100825	-37.75
100900	100950	100875	-37.99
100950	101000	100925	-37.92
101000	101050	100975	-38.04
101050	101100	101025	-37.88
101100	101150	101075	-37.63
101150	101200	101125	-37.84
101200	101250	101175	-38.13
101250	101300	101225	-37.63
101300	101350	101275	-37.93
101350	101400	101325	-38.06
101400	101450	101375	-37.59
101450	101500	101425	-37.73
101500	101550	101475	-37.56
101550	101600	101525	-37.75
101600	101650	101575	-37.45
101650	101700	101625	-37.37
101700	101750	101675	-37.48
101750	101800	101725	-37.05
101800	101850	101775	-37.49
101850	101900	101825	-37.82
101900	101950	101875	-37.71
101950	102000	101925	-37.49
102000	102050	101975	-37.49
102050	102100	102025	-37.53
102100	102150	102075	-37.55
102150	102200	102125	-37.62
102200	102250	102175	-37.49
102250	102300	102225	-37.38
102300	102350	102275	-37.54
102350	102400	102325	-37.34
102400	102450	102375	-37.06
102450	102500	102425	-37.12
102500	102550	102475	-37.24
102550	102600	102525	-37.22
102600	102650	102575	-37.11
102650	102700	102625	-37.12
102700	102750	102675	-36.97
102750	102800	102725	-37.13
102800	102850	102775	-37.16
102850	102900	102825	-37.08
102900	102950	102875	-37.08
102950	103000	102925	-36.99
103000	103050	102975	-37.08
103050	103100	103025	-36.98
103100	103150	103075	-37.02
103150	103200	103125	-37.02
103200	103250	103175	-36.56
103250	103300	103225	-36.95
103300	103350	103275	-37.43
103350	103400	103325	-36.85
103400	103450	103375	-36.81
103450	103500	103425	-36.66
103500	103550	103475	-36.41
103550	103600	103525	-36.53
103600	103650	103575	-37.04
103650	103700	103625	-37.15
103700	103750	103675	-36.94
103750	103800	103725	-36.01
103800	103850	103775	-36.53
103850	103900	103825	-37.01
103900	103950	103875	-36.77
103950	104000	103925	-36.84
104000	104050	103975	-36.84
104050	104100	104025	-37.06
104100	104150	104075	-36.92
104150	104200	104125	-37.06
104200	104250	104175	-36.91
104250	104300	104225	-36.71
104300	104350	104275	-36.90
104350	104400	104325	-36.82
104400	104450	104375	-36.51
104450	104500	104425	-36.92
104500	104550	104475	-36.47
104550	104600	104525	-36.83
104600	104650	104575	-37.08
104650	104700	104625	-36.85
104700	104750	104675	-37.70
104750	104800	104725	-38.86
104800	104850	104775	-39.54
104850	104900	104825	-39.53
104900	104950	104875	-39.70
104950	105000	104925	-39.43
105000	105050	104975	-39.32
105050	105100	105025	-37.42
105100	105150	105075	-36.67
105150	105200	105125	-38.17
105200	105250	105175	-39.62
105250	105300	105225	-39.59
105300	105350	105275	-39.94
105350	105400	105325	-39.95
105400	105450	105375	-39.87
105450	105500	105425	-39.92
105500	105550	105475	-40.01
105550	105600	105525	-39.88
105600	105650	105575	-39.60
105650	105700	105625	-39.65
105700	105750	105675	-40.19
105750	105800	105725	-39.95
105800	105850	105775	-39.47
105850	105900	105825	-39.47
105900	105950	105875	-39.76
105950	106000	105925	-39.66
106000	106050	105975	-39.77
106050	106100	106025	-38.27
106100	106150	106075	-37.95
106150	106200	106125	-37.83
106200	106250	106175	-37.72
106250	106300	106225	-37.37
106300	106350	106275	-37.51
106350	106400	106325	-37.62
106400	106450	106375	-37.22
106450	106500	106425	-37.10
106500	106550	106475	-37.43
106550	106600	106525	-37.51
106600	106650	106575	-37.59
106650	106700	106625	-37.44
106700	106750	106675	-37.45
106750	106800	106725	-38.39
106800	106850	106775	-38.37
106850	106900	106825	-37.34
106900	106950	106875	-37.32
106950	107000	106925	-37.09
107000	107050	106975	-37.43
107050	107100	107025	-37.27
107100	107150	107075	-37.07
107150	107200	107125	-36.60
107200	107250	107175	-36.74
107250	107300	107225	-39.09
107300	107350	107275	-39.94
107350	107400	107325	-38.69
107400	107450	107375	-37.43
107450	107500	107425	-37.43
107500	107550	107475	-37.49
107550	107600	107525	-37.67
107600	107650	107575	-37.51
107650	107700	107625	-37.22
107700	107750	107675	-37.48
107750	107800	107725	-37.55
107800	107850	107775	-37.82
107850	107900	107825	-37.69
107900	107950	107875	-37.42
107950	108000	107925	-37.78
108000	108050	107975	-37.42
108050	108100	108025	-37.46
108100	108150	108075	-37.65
108150	108200	108125	-37.29
108200	108250	108175	-37.06
108250	108300	108225	-37.30
108300	108350	108275	-37.29
108350	108400	108325	-37.27
108400	108450	108375	-36.75
108450	108500	108425	-36.71
108500	108550	108475	-36.67
108550	108600	108525	-36.42
108600	108650	108575	-36.53
108650	108700	108625	-37.69
108700	108750	108675	-39.55
108750	108800	108725	-40.56
108800	108850	108775	-41.27
108850	108900	108825	-41.02
108900	108950	108875	-40.49
108950	109000	108925	-40.79
109000	109050	108975	-40.95
109050	109100	109025	-41.15
109100	109150	109075	-40.84
109150	109200	109125	-40.68
109200	109250	109175	-40.49
109250	109300	109225	-41.13
109300	109350	109275	-41.22
109350	109400	109325	-41.26
109400	109450	109375	-41.10
109450	109500	109425	-40.97
109500	109550	109475	-40.72
109550	109600	109525	-40.81
109600	109650	109575	-40.91
109650	109700	109625	-41.23
109700	109750	109675	-41.50
109750	109800	109725	-41.69
109800	109850	109775	-41.41
109850	109900	109825	-41.38
109900	109950	109875	-41.33
109950	110000	109925	-41.27
110000	110050	109975	-41.26
110050	110100	110025	-41.38
110100	110150	110075	-41.11
110150	110200	110125	-40.81
110200	110250	110175	-41.25
110250	110300	110225	-41.29
110300	110350	110275	-41.28
110350	110400	110325	-41.40
110400	110450	110375	-41.46
110450	110500	110425	-41.89
110500	110550	110475	-41.79
110550	110600	110525	-41.53
110600	110650	110575	-41.51
110650	110700	110625	-41.51
110700	110750	110675	-41.18
110750	110800	110725	-41.19
110800	110850	110775	-41.24
110850	110900	110825	-40.76
110900	110950	110875	-40.00
110950	111000	110925	-39.02
111000	111050	110975	-38.20
111050	111100	111025	-38.31
111100	111150	111075	-38.24
111150	111200	111125	-38.38
111200	111250	111175	-39.61
111250	111300	111225	-39.59
111300	111350	111275	-39.79
111350	111400	111325	-39.79
111400	111450	111375	-39.47
111450	111500	111425	-39.90
111500	111550	111475	-39.91
111550	111600	111525	-39.49
111600	111650	111575	-39.12
111650	111700	111625	-38.98
111700	111750	111675	-38.69
111750	111800	111725	-38.27
111800	111850	111775	-38.80
111850	111900	111825	-39.02
111900	111950	111875	-38.83
111950	112000	111925	-38.98
112000	112050	111975	-39.01
112050	112100	112025	-38.85
112100	112150	112075	-38.41
112150	112200	112125	-37.73
112200	112250	112175	-37.90
112250	112300	112225	-38.27
112300	112350	112275	-37.91
112350	112400	112325	-37.80
112400	112450	112375	-37.91
112450	112500	112425	-37.86
112500	112550	112475	-38.13
112550	112600	112525	-37.74
112600	112650	112575	-37.62
112650	112700	112625	-37.32
112700	112750	112675	-37.41
112750	112800	112725	-37.29
112800	112850	112775	-37.40
112850	112900	112825	-37.26
112900	112950	112875	-37.28
112950	113000	112925	-37.35
113000	113050	112975	-37.37
113050	113100	113025	-37.50
113100	113150	113075	-37.73
113150	113200	113125	-37.14
113200	113250	113175	-36.98
113250	113300	113225	-37.07
113300	113350	113275	-37.20
113350	113400	113325	-37.33
113400	113450	113375	-37.20
113450	113500	113425	-37.05
113500	113550	113475	-37.75
113550	113600	113525	-37.92
113600	113650	113575	-37.52
113650	113700	113625	-37.62
113700	113750	113675	-37.22
113750	113800	113725	-37.27
113800	113850	113775	-37.07
113850	113900	113825	-37.36
113900	113950	113875	-37.02
113950	114000	113925	-37.29
114000	114050	113975	-37.31
114050	114100	114025	-36.81
114100	114150	114075	-37.46
114150	114200	114125	-37.53
114200	114250	114175	-37.18
114250	114300	114225	-37.07
114300	114350	114275	-37.28
114350	114400	114325	-37.33
114400	114450	114375	-37.25
114450	114500	114425	-37.03
114500	114550	114475	-37.29
114550	114600	114525	-37.13
114600	114650	114575	-37.20
114650	114700	114625	-37.25
114700	114750	114675	-37.24
114750	114800	114725	-37.02
114800	114850	114775	-37.07
114850	114900	114825	-37.24
114900	114950	114875	-36.95
114950	115000	114925	-37.01
115000	115050	114975	-37.34
115050	115100	115025	-37.39
115100	115150	115075	-37.18
115150	115200	115125	-37.05
115200	115250	115175	-37.17
115250	115300	115225	-37.12
115300	115350	115275	-36.99
115350	115400	115325	-36.73
115400	115450	115375	-36.97
115450	115500	115425	-37.54
115500	115550	115475	-37.99
115550	115600	115525	-38.46
115600	115650	115575	-38.80
115650	115700	115625	-38.49
115700	115750	115675	-38.01
115750	115800	115725	-38.62
115800	115850	115775	-38.51
115850	115900	115825	-38.56
115900	115950	115875	-38.61
115950	116000	115925	-38.30
116000	116050	115975	-38.41
116050	116100	116025	-38.74
116100	116150	116075	-38.58
116150	116200	116125	-38.56
116200	116250	116175	-38.63
116250	116300	116225	-38.52
116300	116350	116275	-38.13
116350	116400	116325	-38.09
116400	116450	116375	-38.45
116450	116500	116425	-38.37
116500	116550	116475	-38.33
116550	116600	116525	-38.42
116600	116650	116575	-37.86
116650	116700	116625	-38.03
116700	116750	116675	-38.48
116750	116800	116725	-38.14
116800	116850	116775	-37.97
116850	116900	116825	-38.11
116900	116950	116875	-38.40
116950	117000	116925	-38.39
117000	117050	116975	-38.26
117050	117100	117025	-38.11
117100	117150	117075	-38.05
117150	117200	117125	-38.07
117200	117250	117175	-38.03
117250	117300	117225	-37.90
117300	117350	117275	-38.01
117350	117400	117325	-38.00
117400	117450	117375	-38.16
117450	117500	117425	-38.21
117500	117550	117475	-38.15
117550	117600	117525	-38.00
117600	117650	117575	-37.74
117650	117700	117625	-37.35
117700	117750	117675	-37.72
117750	117800	117725	-37.81
117800	117850	117775	-37.69
117850	117900	117825	-37.67
117900	117950	117875	-37.39
117950	118000	117925	-37.27
118000	118050	117975	-37.42
118050	118100	118025	-37.52
118100	118150	118075	-37.70
118150	118200	118125	-37.63
118200	118250	118175	-37.75
118250	118300	118225	-37.88
118300	118350	118275	-37.88
118350	118400	118325	-37.78
118400	118450	118375	-37.68
118450	118500	118425	-37.59
118500	118550	118475	-37.32
118550	118600	118525	-36.92
118600	118650	118575	-37.26
118650	118700	118625	-37.17
118700	118750	118675	-37.48
118750	118800	118725	-37.31
118800	118850	118775	-37.12
118850	118900	118825	-37.30
118900	118950	118875	-37.51
118950	119000	118925	-37.20
119000	119050	118975	-36.70
119050	119100	119025	-36.82
119100	119150	119075	-36.99
119150	119200	119125	-36.98
119200	119250	119175	-36.95
119250	119300	119225	-36.35
119300	119350	119275	-36.68
119350	119400	119325	-36.69
119400	119450	119375	-35.85
119450	119500	119425	-35.80
119500	119550	119475	-35.70
119550	119600	119525	-35.60
119600	119650	119575	-35.65
119650	119700	119625	-35.45
119700	119750	119675	-35.49
119750	119800	119725	-35.35
119800	119850	119775	-34.88
119850	119900	119825	-34.68
119900	119950	119875	-34.93
119950	120000	119925	-35.01
120000	120050	119975	-34.74
120050	120100	120025	-34.81
120100	120150	120075	-34.72
120150	120200	120125	-34.52
120200	120250	120175	-34.41
120250	120300	120225	-34.32
120300	120350	120275	-34.61
120350	120400	120325	-34.48
120400	120450	120375	-34.29
120450	120500	120425	-34.35
120500	120550	120475	-34.32
120550	120600	120525	-34.20
120600	120650	120575	-34.18
120650	120700	120625	-34.03
120700	120750	120675	-33.95
120750	120800	120725	-33.81
120800	120850	120775	-33.54
120850	120900	120825	-33.66
120900	120950	120875	-33.67
120950	121000	120925	-33.39
121000	121050	120975	-33.35
121050	121100	121025	-33.34
121100	121150	121075	-33.32
121150	121200	121125	-33.14
121200	121250	121175	-32.79
121250	121300	121225	-32.85
121300	121350	121275	-32.67
121350	121400	121325	-32.70
121400	121450	121375	-32.60
121450	121500	121425	-32.69
121500	121550	121475	-32.89
121550	121600	121525	-32.64
121600	121650	121575	-32.39
121650	121700	121625	-32.43
121700	121750	121675	-32.33
121750	121800	121725	-32.46
121800	121850	121775	-32.45
121850	121900	121825	-32.35
121900	121950	121875	-32.39
121950	122000	121925	-32.37
122000	122050	121975	-32.34
122050	122100	122025	-32.26
122100	122150	122075	-32.27
122150	122200	122125	-32.15
122200	122250	122175	-32.32
122250	122300	122225	-32.34
122300	122350	122275	-32.33
122350	122400	122325	-32.30
122400	122450	122375	-32.33
122450	122500	122425	-32.36
122500	122550	122475	-32.49
122550	122600	122525	-32.59
122600	122650	122575	-32.58
122650	122700	122625	-32.64
122700	122750	122675	-32.64
122750	122800	122725	-32.49
122800	122850	122775	-32.47
122850	122900	122825	-32.68
122900	122950	122875	-32.62
